ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,is_weekend,is_weekend_lower,is_weekend_upper,month,month_lower,month_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-01,104.869872,61.97220775032045,98.00424164551399,104.869872,104.869872,-25.57047188964956,-25.57047188964956,-25.57047188964956,-16.892809665148846,-16.892809665148846,-16.892809665148846,-4.7133792,-4.7133792,-4.7133792,-12.179430465148847,-12.179430465148847,-12.179430465148847,-2.425016735278051,-2.425016735278051,-2.425016735278051,-9.065756218904363,-9.065756218904363,-9.065756218904363,2.813110729681703,2.813110729681703,2.813110729681703,0.0,0.0,0.0,79.29940011035043
2023-01-02,104.81724670684932,81.50161530506568,116.2866816398719,104.81724670684932,104.81724670684932,-5.990504139225598,-5.990504139225598,-5.990504139225598,-12.179430465148847,-12.179430465148847,-12.179430465148847,0.0,0.0,0.0,-12.179430465148847,-12.179430465148847,-12.179430465148847,-2.0661395474342488,-2.0661395474342488,-2.0661395474342488,4.8051798509473675,4.8051798509473675,4.8051798509473675,3.4498860224101318,3.4498860224101318,3.4498860224101318,0.0,0.0,0.0,98.82674256762373
2023-01-03,104.76462141369865,83.64613281406207,120.07780390930354,104.76462141369865,104.76462141369865,-3.019499982808964,-3.019499982808964,-3.019499982808964,-12.179430465148847,-12.179430465148847,-12.179430465148847,0.0,0.0,0.0,-12.179430465148847,-12.179430465148847,-12.179430465148847,-0.4794696475247154,-0.4794696475247154,-0.4794696475247154,5.616107265682561,5.616107265682561,5.616107265682561,4.023292864182038,4.023292864182038,4.023292864182038,0.0,0.0,0.0,101.74512143088968
2023-01-04,104.71199612054794,82.76889117456673,119.87188957389927,104.71199612054794,104.71199612054794,-3.743696850819822,-3.743696850819822,-3.743696850819822,-12.179430465148847,-12.179430465148847,-12.179430465148847,0.0,0.0,0.0,-12.179430465148847,-12.179430465148847,-12.179430465148847,1.2714047842135654,1.2714047842135654,1.2714047842135654,2.627862604856253,2.627862604856253,2.627862604856253,4.536466225259208,4.536466225259208,4.536466225259208,0.0,0.0,0.0,100.96829926972812
2023-01-05,104.65937082739727,85.75518204546823,121.57173292724796,104.65937082739727,104.65937082739727,-1.3453562083172388,-1.3453562083172388,-1.3453562083172388,-12.179430465148847,-12.179430465148847,-12.179430465148847,0.0,0.0,0.0,-12.179430465148847,-12.179430465148847,-12.179430465148847,2.025044985855568,2.025044985855568,2.025044985855568,3.815175869987041,3.815175869987041,3.815175869987041,4.993853400989,4.993853400989,4.993853400989,0.0,0.0,0.0,103.31401461908003
2023-01-06,104.60674553424658,85.44594114526241,120.7094948676088,104.60674553424658,104.60674553424658,-1.8011065842622236,-1.8011065842622236,-1.8011065842622236,-12.179430465148847,-12.179430465148847,-12.179430465148847,0.0,0.0,0.0,-12.179430465148847,-12.179430465148847,-12.179430465148847,1.4379463554977492,1.4379463554977492,1.4379463554977492,3.539315513682198,3.539315513682198,3.539315513682198,5.401062011706675,5.401062011706675,5.401062011706675,0.0,0.0,0.0,102.80563894998436
2023-01-07,104.5541202410959,64.67554430799177,100.93272423697019,104.5541202410959,104.5541202410959,-22.207192959862905,-22.207192959862905,-22.207192959862905,-16.892809665148846,-16.892809665148846,-16.892809665148846,-4.7133792,-4.7133792,-4.7133792,-12.179430465148847,-12.179430465148847,-12.179430465148847,0.25881781713309454,0.25881781713309454,0.25881781713309454,-11.33788488629023,-11.33788488629023,-11.33788488629023,5.764683774443076,5.764683774443076,5.764683774443076,0.0,0.0,0.0,82.346927281233
2023-01-08,104.50149494794522,66.73189598648256,102.89288149039504,104.50149494794522,104.50149494794522,-20.190091848469162,-20.190091848469162,-20.190091848469162,-16.892809665148846,-16.892809665148846,-16.892809665148846,-4.7133792,-4.7133792,-4.7133792,-12.179430465148847,-12.179430465148847,-12.179430465148847,-0.32362517183944184,-0.32362517183944184,-0.32362517183944184,-9.065756218888966,-9.065756218888966,-9.065756218888966,6.092099207408092,6.092099207408092,6.092099207408092,0.0,0.0,0.0,84.31140309947605
2023-01-09,104.44886965479454,85.84424467764616,121.85870358458371,104.44886965479454,104.44886965479454,-0.7172939785894308,-0.7172939785894308,-0.7172939785894308,-12.179430465148847,-12.179430465148847,-12.179430465148847,0.0,0.0,0.0,-12.179430465148847,-12.179430465148847,-12.179430465148847,0.26568783217530556,0.26568783217530556,0.26568783217530556,4.805179850957186,4.805179850957186,4.805179850957186,6.391268803426924,6.391268803426924,6.391268803426924,0.0,0.0,0.0,103.73157567620511
2023-01-10,104.39624436164384,88.12372308567795,125.82939366159803,104.39624436164384,104.39624436164384,1.5534876829878352,1.5534876829878352,1.5534876829878352,-12.179430465148847,-12.179430465148847,-12.179430465148847,0.0,0.0,0.0,-12.179430465148847,-12.179430465148847,-12.179430465148847,1.4462944581073482,1.4462944581073482,1.4462944581073482,5.616107265669624,5.616107265669624,5.616107265669624,6.67051642435971,6.67051642435971,6.67051642435971,0.0,0.0,0.0,105.94973204463167
2023-01-11,104.34361906849315,85.06984662744684,122.00588886372485,104.34361906849315,104.34361906849315,-0.6619881622356081,-0.6619881622356081,-0.6619881622356081,-12.179430465148847,-12.179430465148847,-12.179430465148847,0.0,0.0,0.0,-12.179430465148847,-12.179430465148847,-12.179430465148847,1.9512689759536168,1.9512689759536168,1.9512689759536168,2.627862604863492,2.627862604863492,2.627862604863492,6.938310722096133,6.938310722096133,6.938310722096133,0.0,0.0,0.0,103.68163090625755
