ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,is_weekend,is_weekend_lower,is_weekend_upper,month,month_lower,month_upper,monthly,monthly_lower,monthly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2024-01-01,75.748464,77.06268757718101,123.79491026635915,75.748464,75.748464,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,0.0,0.0,0.0,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,-0.47346025916860146,-0.47346025916860146,-0.47346025916860146,0.33465906517368815,0.33465906517368815,0.33465906517368815,-0.09781107046329693,-0.09781107046329693,-0.09781107046329693,1.2509669122642468,1.2509669122642468,1.2509669122642468,0.0,0.0,0.0,101.09837415058276
2024-01-02,76.43332826666666,91.31192494227807,141.69259561631605,76.43332826666666,76.43332826666666,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,0.0,0.0,0.0,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,-0.5729795044399771,-0.5729795044399771,-0.5729795044399771,0.5405448149990952,0.5405448149990952,0.5405448149990952,-0.044527103528301144,-0.044527103528301144,-0.044527103528301144,1.5030879404260333,1.5030879404260333,1.5030879404260333,0.0,0.0,0.0,117.74896755433711
2024-01-03,77.11819253333333,104.95055946327987,154.13278045707605,77.11819253333333,77.11819253333333,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,0.0,0.0,0.0,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,-0.6169816188433291,-0.6169816188433291,-0.6169816188433291,0.6647194407542117,0.6647194407542117,0.6647194407542117,-0.053531800590583344,-0.053531800590583344,-0.053531800590583344,1.6802693776467843,1.6802693776467843,1.6802693776467843,0.0,0.0,0.0,128.3801543460663
2024-01-04,77.8030568,117.5460371742994,166.6928520083433,77.8030568,77.8030568,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,0.0,0.0,0.0,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,-0.6112968700509763,-0.6112968700509763,-0.6112968700509763,0.8292511771855501,0.8292511771855501,0.8292511771855501,-0.002250310000021124,-0.002250310000021124,-0.002250310000021124,1.787834874695207,1.787834874695207,1.787834874695207,0.0,0.0,0.0,142.3213332400342
2024-01-05,78.48792106642662,119.40245099041587,171.00932118383417,78.48792106642662,78.48792106642662,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,0.0,0.0,0.0,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,-0.5815689669154823,-0.5815689669154823,-0.5815689669154823,0.8611249174106294,0.8611249174106294,0.8611249174106294,-0.044686103809032075,-0.044686103809032075,-0.044686103809032075,1.832416505593803,1.832416505593803,1.832416505593803,0.0,0.0,0.0,146.07582561248526
2024-01-06,79.17278533285325,82.6823017010795,130.39886633936726,79.17278533285325,79.17278533285325,-1.0477785174586596,-1.0477785174586596,-1.0477785174586596,-0.702742,-0.702742,-0.702742,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,-0.5494069690186903,-0.5494069690186903,-0.5494069690186903,0.34480423478759503,0.34480423478759503,0.34480423478759503,0.12029010989779268,0.12029010989779268,0.12029010989779268,1.8216996113671515,1.8216996113671515,1.8216996113671515,0.0,0.0,0.0,106.47189699555024
2024-01-07,79.85764959927988,79.85905780410616,131.46007320266443,79.85764959927988,79.85764959927988,-1.0477785174586596,-1.0477785174586596,-1.0477785174586596,-0.702742,-0.702742,-0.702742,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,-0.5145283568570883,-0.5145283568570883,-0.5145283568570883,0.324359792543238,0.324359792543238,0.324359792543238,0.12251627849323113,0.12251627849323113,0.12251627849323113,1.7641503883657546,1.7641503883657546,1.7641503883657546,0.0,0.0,0.0,105.7602602562929
2024-01-08,80.54251386546012,118.34596661784175,167.38927756269823,80.54251386546012,80.54251386546012,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,0.0,0.0,0.0,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,-0.45790832488091837,-0.45790832488091837,-0.45790832488091837,0.767978559861544,0.767978559861544,0.767978559861544,-0.0978110704629017,-0.0978110704629017,-0.0978110704629017,1.6687344726640236,1.6687344726640236,1.6687344726640236,0.0,0.0,0.0,142.39743767148462
2024-01-09,81.22737813164036,122.36650894669684,171.92920964820965,81.22737813164036,81.22737813164036,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,0.0,0.0,0.0,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,-0.36154274189454877,-0.36154274189454877,-0.36154274189454877,0.7935284357591078,0.7935284357591078,0.7935284357591078,-0.04452710352822482,-0.04452710352822482,-0.04452710352822482,1.5446347986405409,1.5446347986405409,1.5446347986405409,0.0,0.0,0.0,145.6836124412545
2024-01-10,81.9122423978206,119.89758263257185,171.2429085797817,81.9122423978206,81.9122423978206,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,0.0,0.0,0.0,-0.3450365174586597,-0.3450365174586597,-0.3450365174586597,-0.22630356479779026,-0.22630356479779026,-0.22630356479779026,0.7761049139847928,0.7761049139847928,0.7761049139847928,-0.053531800590495275,-0.053531800590495275,-0.053531800590495275,1.4009767968317381,1.4009767968317381,1.4009767968317381,0.0,0.0,0.0,145.48473623828266
