ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-01,98.403128,74.79273362102397,98.64687636128824,98.403128,98.403128,-11.97845850568659,-11.97845850568659,-11.97845850568659,-14.722644884172826,-14.722644884172826,-14.722644884172826,2.7441863784862375,2.7441863784862375,2.7441863784862375,0.0,0.0,0.0,86.4246694943134
2023-01-02,98.38013889534247,96.43558837251697,120.5424112366168,98.38013889534247,98.38013889534247,10.044321648809511,10.044321648809511,10.044321648809511,6.898096704362276,6.898096704362276,6.898096704362276,3.1462249444472343,3.1462249444472343,3.1462249444472343,0.0,0.0,0.0,108.42446054415198
2023-01-03,98.35714979068493,94.99770198562855,118.96171267496892,98.35714979068493,98.35714979068493,8.30878862741845,8.30878862741845,8.30878862741845,4.8002875540079994,4.8002875540079994,4.8002875540079994,3.5085010734104487,3.5085010734104487,3.5085010734104487,0.0,0.0,0.0,106.66593841810338
2023-01-04,98.3341606860274,95.02536732355334,118.85571296067393,98.3341606860274,98.3341606860274,8.773354341110847,8.773354341110847,8.773354341110847,4.940356328152819,4.940356328152819,4.940356328152819,3.832998012958029,3.832998012958029,3.832998012958029,0.0,0.0,0.0,107.10751502713825
2023-01-05,98.31117158136985,95.59455145572988,120.61474980122804,98.31117158136985,98.31117158136985,10.087440154187,10.087440154187,10.087440154187,5.964859999976034,5.964859999976034,5.964859999976034,4.122580154210966,4.122580154210966,4.122580154210966,0.0,0.0,0.0,108.39861173555684
2023-01-06,98.28818247671232,95.66911324558792,120.04603388026402,98.28818247671232,98.28818247671232,9.889394559925059,9.889394559925059,9.889394559925059,5.508497877872263,5.508497877872263,5.508497877872263,4.380896682052797,4.380896682052797,4.380896682052797,0.0,0.0,0.0,108.17757703663739
2023-01-07,98.2651933720548,77.32137093995586,102.46989946321035,98.2651933720548,98.2651933720548,-8.777188730690908,-8.777188730690908,-8.777188730690908,-13.389453580258387,-13.389453580258387,-13.389453580258387,4.612264849567477,4.612264849567477,4.612264849567477,0.0,0.0,0.0,89.48800464136389
2023-01-08,98.24220426739726,75.86500943814595,100.25036805776404,98.24220426739726,98.24220426739726,-9.901108507301611,-9.901108507301611,-9.901108507301611,-14.722644884148746,-14.722644884148746,-14.722644884148746,4.821536376847136,4.821536376847136,4.821536376847136,0.0,0.0,0.0,88.34109576009564
2023-01-09,98.21921516273973,97.8717580817481,121.8661493960474,98.21921516273973,98.21921516273973,11.912047638918361,11.912047638918361,11.912047638918361,6.898096704375177,6.898096704375177,6.898096704375177,5.013950934543186,5.013950934543186,5.013950934543186,0.0,0.0,0.0,110.1312628016581
2023-01-10,98.1962260580822,96.47219253919673,120.20357179351204,98.1962260580822,98.1962260580822,9.995268570571882,9.995268570571882,9.995268570571882,4.800287553999804,4.800287553999804,4.800287553999804,5.194981016572077,5.194981016572077,5.194981016572077,0.0,0.0,0.0,108.19149462865408
