ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-01,87.95787,55.072391352339196,81.65535451322579,87.95787,87.95787,-19.413021787595973,-19.413021787595973,-19.413021787595973,-15.943537399506308,-15.943537399506308,-15.943537399506308,-3.4694843880896653,-3.4694843880896653,-3.4694843880896653,0.0,0.0,0.0,68.54484821240402
2023-01-02,87.99056209726027,79.61560417895386,104.68166812995683,87.99056209726027,87.99056209726027,4.448929317658206,4.448929317658206,4.448929317658206,6.418165450558329,6.418165450558329,6.418165450558329,-1.969236132900123,-1.969236132900123,-1.969236132900123,0.0,0.0,0.0,92.43949141491848
2023-01-03,88.02325419452055,79.0364760621721,104.74687860778663,88.02325419452055,88.02325419452055,4.401230743972867,4.401230743972867,4.401230743972867,4.823628990776346,4.823628990776346,4.823628990776346,-0.4223982468034776,-0.4223982468034776,-0.4223982468034776,0.0,0.0,0.0,92.4244849384934
2023-01-04,88.05594629178081,80.39262296536967,106.55391908805754,88.05594629178081,88.05594629178081,5.410880869626269,5.410880869626269,5.410880869626269,4.2575970954708104,4.2575970954708104,4.2575970954708104,1.1532837741554587,1.1532837741554587,1.1532837741554587,0.0,0.0,0.0,93.46682716140708
2023-01-05,88.0886383890411,85.5545187783869,110.59864661151485,88.0886383890411,88.0886383890411,10.447499003728204,10.447499003728204,10.447499003728204,7.707822999970983,7.707822999970983,7.707822999970983,2.7396760037572214,2.7396760037572214,2.7396760037572214,0.0,0.0,0.0,98.53613739276929
2023-01-06,88.12133048630137,86.6911597357038,112.65106057431025,88.12133048630137,88.12133048630137,11.633917083035078,11.633917083035078,11.633917083035078,7.315255285706616,7.315255285706616,7.315255285706616,4.318661797328462,4.318661797328462,4.318661797328462,0.0,0.0,0.0,99.75524756933645
2023-01-07,88.15402258356164,66.23475480605494,92.44203550540878,88.15402258356164,88.15402258356164,-8.706389444638925,-8.706389444638925,-8.706389444638925,-14.578932423036905,-14.578932423036905,-14.578932423036905,5.87254297839798,5.87254297839798,5.87254297839798,0.0,0.0,0.0,79.44763313892271
2023-01-08,88.18671468082192,66.97750087484566,93.14016231121155,88.18671468082192,88.18671468082192,-8.559110885527534,-8.559110885527534,-8.559110885527534,-15.943537399482445,-15.943537399482445,-15.943537399482445,7.38442651395491,7.38442651395491,7.38442651395491,0.0,0.0,0.0,79.62760379529439
2023-01-09,88.21940677808219,90.51948572517976,116.79337205747714,88.21940677808219,88.21940677808219,15.256752581952787,15.256752581952787,15.256752581952787,6.418165450571857,6.418165450571857,6.418165450571857,8.83858713138093,8.83858713138093,8.83858713138093,0.0,0.0,0.0,103.47615936003497
2023-01-10,88.25209887534245,90.52826389946992,116.39967475813363,88.25209887534245,88.25209887534245,15.044426010212876,15.044426010212876,15.044426010212876,4.823628990766151,4.823628990766151,4.823628990766151,10.220797019446724,10.220797019446724,10.220797019446724,0.0,0.0,0.0,103.29652488555533
2023-01-11,88.28479097260274,91.00350250934646,118.03275955039716,88.28479097260274,88.28479097260274,15.776211771131873,15.776211771131873,15.776211771131873,4.257597095460539,4.257597095460539,4.257597095460539,11.518614675671335,11.518614675671335,11.518614675671335,0.0,0.0,0.0,104.0610027437346
2023-01-12,88.31748306986302,96.0462518836327,122.13851034097664,88.31748306986302,88.31748306986302,20.42944908666218,20.42944908666218,20.42944908666218,7.707822999990472,7.707822999990472,7.707822999990472,12.721626086671709,12.721626086671709,12.721626086671709,0.0,0.0,0.0,108.74693215652519
2023-01-13,88.35017516712327,96.03637167323983,122.36385897430132,88.35017516712327,88.35017516712327,21.136888011796565,21.136888011796565,21.136888011796565,7.315255285706706,7.315255285706706,7.315255285706706,13.821632726089858,13.821632726089858,13.821632726089858,0.0,0.0,0.0,109.48706317891984
2023-01-14,88.38286726552474,75.25979190306812,102.05859998292505,88.38286726552474,88.38286726552474,0.23384986713615452,0.23384986713615452,0.23384986713615452,-14.57893242306274,-14.57893242306274,-14.57893242306274,14.812782290198896,14.812782290198896,14.812782290198896,0.0,0.0,0.0,88.6167171326609
