ds,yhat_0,yhat_1,yhat_2,yhat,yhat_std,yhat_lower,yhat_upper
2024-01-01,216.41879517308075,189.0606084777736,247.00461863815173,217.4946740963354,23.667772954795566,171.10583910493608,263.8835090877347
2024-01-02,261.8936634968248,256.6219336577971,247.2171763171899,255.24425782393726,6.0703273942952904,243.3464161311185,267.14209951675605
2024-01-03,265.3694240810205,273.4275124987886,247.9599261302112,262.2522875700068,10.628166787094832,241.4210806673009,283.08349447271263
2024-01-04,279.40094563024013,293.91549812677425,249.21883091509613,274.1784248907035,18.617268992596507,237.68857766521438,310.66827211619267
2024-01-05,284.1620751452306,300.1828074294256,250.96728516154388,278.4373892454,20.495868356230236,238.26548726718877,318.6092912236113
2024-01-06,179.51147042019628,194.58227303952347,253.16703159415363,209.0869250179578,31.770784480129617,146.81618743690376,271.35766259901186
2024-01-07,189.31465630536272,200.76615850370717,255.76938974524847,215.28340151810616,29.007133119239295,158.42942060439714,272.1373824318152
2024-01-08,273.5914791868708,281.8777304637933,258.7167582894843,271.3953226467161,9.582100871813967,252.61440493796076,290.1762403554715
2024-01-09,305.0793489744225,306.4867881894444,261.94434536365253,291.17016084250645,20.673758553441754,250.6495940777606,331.69072760725226
2024-01-10,297.82078904264773,293.7236442176476,265.382074934407,285.6421693982341,14.423365758186831,257.3723725121879,313.9119662842803
2024-01-11,304.0275375774896,295.87933864440197,268.956612671387,289.6211629644262,14.9859048347317,260.2487894883521,318.99353644050035
2024-01-12,303.4876528969572,292.8528623403677,272.59345186442727,289.64465570058405,12.814896455356347,264.5274586480856,314.7618527530825
2024-01-13,195.64814476203253,184.80231261986296,276.21899876054687,218.88981871414748,40.77895030779475,138.96307611086976,298.8165613174252
2024-01-14,203.95329394543245,193.71138229178914,279.7625973174185,225.80909118488003,38.3793330372451,150.58559843187965,301.0325839378804
2024-01-15,288.0073461460914,280.9409628725266,283.15843574033306,284.035581586317,2.95076055377527,278.25209090091744,289.81907227171655
2024-01-16,320.1515399643609,313.390639119884,286.34728121312037,306.6298200991218,14.605101455857373,278.00382124564135,335.2558189526022
2024-01-17,314.0636299621332,308.94027891897343,289.2779948150397,304.0939678987154,10.68322595754718,283.15484502192294,325.03309077550784
2024-01-18,321.6318674831124,318.9223033343173,291.90878556386826,310.8209854604326,13.418616748503212,284.5204966333663,337.1214742874989
2024-01-19,322.3696952727904,322.4450609210171,294.20817062376335,313.0076422725236,13.293269492482253,286.9528340672584,339.0624504777888
2024-01-20,215.50356854949138,219.02628776707405,296.1556177179886,243.5618246781847,37.21722439415006,170.6160648656506,316.50758449071884
2024-01-21,224.31404233658517,230.6128798035833,297.74185541872055,250.88959251962967,33.22920143922671,185.7603576987453,316.018827340514
2024-01-22,308.29887241486716,318.42695609978705,298.96884695769927,308.56489182411786,7.945966590705986,292.9907973063341,324.1389863419016
2024-01-23,339.74822929133774,349.2937026915053,299.849433213856,329.63045506556637,21.415896938292722,287.6552970665126,371.6056130646201
2024-01-24,332.34039583732556,341.3384270339572,300.40666029168494,324.69516105432257,17.563021633086098,290.2716386534738,359.1186834551713
2024-01-25,338.01018091188104,346.28737512887966,300.67281631109,328.3234574506169,19.841815316760574,289.4334994297662,367.2134154714676
2024-01-26,336.356622764715,343.6331800926131,300.68821042343905,326.89267109358906,18.765969037890994,290.1113717793227,363.6739704078554
2024-01-27,226.72274784301715,233.22640282584155,300.499734397012,253.48296168862353,33.35173227852989,188.11356642270493,318.85235695454213
2024-01-28,232.5278989025429,237.73427102020466,300.15925316937654,256.807141030708,30.728171632555238,196.57992463089974,317.03435743051625
2024-01-29,313.42176130594873,318.77649920334443,299.72187537105447,310.6400452934492,8.023844894154147,294.9133093009071,326.3667812859913
