ds,yhat_0,yhat_1,yhat_2,yhat,yhat_std,yhat_lower,yhat_upper
2024-01-01,130.03427232994832,111.84173517294948,153.8587984260584,131.91160197631874,17.204683006956657,98.1904232826837,165.63278066995377
2024-01-02,149.84181880318582,146.61892090796363,156.54783254654856,151.00285741923267,4.135765111211454,142.89675780125822,159.10895703720712
2024-01-03,175.7468694681151,179.95579724304173,159.211763432593,171.63814338124993,8.953210121698433,154.089851542721,189.18643521977887
2024-01-04,177.66292217261986,186.01240765397122,161.81189574004713,175.16240852221276,10.036786358554536,155.49030725944587,194.83450978497964
2024-01-05,190.87597870143165,199.82892743553558,164.31266611642658,185.00585741779796,15.081886430090822,155.44536001481995,214.56635482077596
2024-01-06,124.87731873199704,141.2308466474922,166.6825012254302,144.26355553497316,17.201091306938775,110.54941657337316,177.97769449657318
2024-01-07,119.52656535963291,133.2344107748703,168.89455584214352,140.55184399221557,20.807983127284675,99.76819706273761,181.33549092169352
2024-01-08,191.75053576378588,193.5933957924351,170.92731127721362,185.42374761114488,10.278100766811276,165.27867010819477,205.56882511409498
2024-01-09,195.99115846052658,191.72133417205504,172.7650184125739,186.82583701505186,10.094150606248732,167.04130182680436,206.61037220329936
2024-01-10,208.7203407721331,199.79723796245057,174.39797410362794,194.30518427940387,14.540247674986572,165.8062988364302,222.80406972237756
2024-01-11,199.7703493515059,189.05330580321615,175.8226244935012,188.21542654940774,9.794553340220812,169.01810200257495,207.41275109624053
2024-01-12,204.29942448438248,193.61539123356337,177.0414937571576,191.65210315836782,11.214263891199792,169.67214593161623,213.63206038511942
2024-01-13,131.6328571582738,129.09737139537708,178.06294180157232,146.26439011840773,22.508784786887542,102.14717193610815,190.3816083007073
2024-01-14,121.43470908491003,120.65532330188057,178.90075934959523,140.33026391212863,27.27531483800474,86.87064682963934,193.78988099461793
2024-01-15,190.41538546731712,185.20415628280972,179.57361348589123,185.06438507867267,4.427238184725501,176.38699823661068,193.74177192073466
2024-01-16,192.7880742257919,187.13090084011301,180.1043610091165,186.67444535834045,5.188153746491239,176.50566401521763,196.84322670146327
2024-01-17,204.79169110991083,199.8874409319308,180.51925069074375,195.06612757752848,10.479237816479712,174.52682145722824,215.60543369782872
2024-01-18,196.02867921694428,193.1824842458108,180.84703867810097,190.01940071361867,6.5891008712054875,177.10476300605592,202.9340384211814
2024-01-19,201.43720437420524,201.67911961690774,181.11804370574612,194.74478923228637,9.636070291011665,175.8580914619035,213.63148700266922
2024-01-20,130.13783494499737,138.22337077482496,181.3631704232942,149.90812538103884,22.485682353764464,105.83618796766049,193.9800627944172
2024-01-21,121.60978702253219,131.49898498221256,181.61292996178523,144.90723398884333,26.266964635132716,93.4239833039832,196.39048467370344
2024-01-22,192.40188771562728,198.87361277207418,181.89648681934875,191.05732910235008,6.995788247323255,177.3455841375965,204.76907406710367
2024-01-23,196.59125479417833,200.87125217395575,182.24076025129577,193.23442240647663,7.967644992067067,177.61783822202517,208.85100659092808
2024-01-24,210.30735647122012,213.2287333729113,182.6696066256881,202.06856548993983,13.768885564032463,175.0815497844362,229.05558119544347
2024-01-25,203.06986090124568,204.97726883820374,183.2031067020105,197.08341214715333,9.845699931013485,177.7858402823669,216.38098401193974
2024-01-26,209.7599104631063,211.9906141750331,183.85697858169468,201.8691677399447,12.769057090405061,176.84181584275078,226.8965196371386
2024-01-27,139.4650304527058,144.84888007795328,184.64213325758126,156.31868126274676,20.147951241992974,116.82869682844054,195.808665697053
2024-01-28,131.65289589569926,136.10170579317287,185.5643853675561,151.10632901880942,24.433122503083343,103.21740891276607,198.99524912485276
2024-01-29,202.87926733828542,203.75742535030065,186.62432706194696,197.75367325017768,7.877797928635931,182.31318931005126,213.1941571903041
2024-01-30,207.24326092491927,204.53261893159376,187.8173679630544,199.8644159398558,8.59012684114777,183.02776733120618,216.70106454850543
2024-01-31,220.90778591875085,216.39359033574192,189.1339391737126,208.8117718094018,14.035842531867242,181.301520446942,236.3220231718616
2024-02-01,213.43372465447712,207.55078438919278,190.559854328435,203.84812112403498,9.698308181138588,184.83943708900335,222.8568051590666
2024-02-02,219.74764547589598,214.8816751544304,192.07681592264038,208.90204551765558,12.061942352873846,185.26063850602284,232.54345252928832
2024-02-03,148.98339858702212,146.45366208691772,193.66305074383524,163.0333704725917,21.68306369541206,120.53456562958408,205.53217531559935
2024-02-04,140.6529390964385,138.41813714535868,195.2940542955571,158.12171017911808,26.300645876395702,106.57244426138251,209.67097609685365
2024-02-05,211.35178536002536,209.1629576392403,196.94342076794027,205.81938792240194,6.3395497417998365,193.39387042847426,218.24490541632963
2024-02-06,215.2123492541965,211.35653648566,198.58373246903238,208.38420606962964,7.106512746465033,194.45544108655818,222.3129710527011
2024-02-07,228.42301542821104,224.9883446758037,200.18748076868346,217.86628029089943,12.579194600725637,193.21105887347719,242.52150170832167
2024-02-08,220.56156055623632,217.28651331666512,201.72798958047952,213.19202115112697,8.215818015468987,197.08901784080774,229.2950244614462
2024-02-09,226.56269199300743,226.02193167984717,203.1803122497922,218.5883119742156,10.897337505401525,197.2295304636286,239.9470934848026
2024-02-10,155.5600191038867,156.6929416459894,204.52207343573716,172.25834472853776,22.818589219324714,127.53390985866133,216.9827795984142
2024-02-11,147.05774203160223,149.04948114676793,205.73422915409765,167.2804841108226,27.203059105740543,113.96248826357115,220.59847995807408
2024-02-12,217.63738703469585,221.90490005814632,206.80172054380859,215.44800254555025,6.35723006723113,202.98783161377725,227.90817347732326
2024-02-13,221.41273075808408,223.96798550500677,207.71400006344,217.69823877551028,7.136577083360517,203.71054769212367,231.68592985889688
2024-02-14,234.5506854659223,237.37384086839228,208.46541262731083,226.79664632054178,13.01327906777045,201.2906193477117,252.30267329337187
2024-02-15,226.6066254297511,228.51463126745156,209.05541854305923,221.3922250800873,8.758147377089081,204.2262562209927,238.55819393918188
2024-02-16,232.49382225765902,236.2141316234,209.48864988747752,226.06553458951217,11.819616611453407,202.8990860310635,249.23198314796085
2024-02-17,161.3271949762202,163.563403429487,209.77479701599162,178.2217984738996,22.33000887907811,134.4549810709065,221.9886158768927
2024-02-18,152.59656098962927,154.06476251719658,209.92832709435856,172.1965502003948,26.687127291552393,119.88978070895212,224.50331969183748
2024-02-19,222.87463150009563,227.09379900261928,209.96804171608144,219.9788240729321,7.2852438143031035,205.69974619689802,234.25790194896618
2024-02-20,226.27282487970228,227.51176700515657,209.9164856717744,221.23369251887775,8.018442180899745,205.51754584431424,236.94983919344125
2024-02-21,238.96262075338902,239.68118089267745,209.79922361828736,229.48100842145126,13.920214843815788,202.19738732757233,256.7646295153302
2024-02-22,230.51090734308036,229.2061754596224,209.6440056142489,223.12036280565053,9.544098828931247,204.4139291009453,241.82679651035576
2024-02-23,235.84898498662835,235.97619506749933,209.47984611773649,227.1016753906214,12.46062319985632,202.67885391890303,251.5244968623398
2024-02-24,164.11544969194355,160.65352481969984,209.33604396838427,178.0350061600092,22.178254467928088,134.56562740287015,221.50438491714826
2024-02-25,154.82818305367715,150.4399749010532,209.24117300938,171.5031103213701,26.74490760600743,119.08309141359553,223.92312922914465
2024-02-26,224.59075273219366,225.19374847409253,209.22207427527806,219.66885849385474,7.391092672864831,205.1823168550397,234.1554001326698
2024-02-27,227.54637543804236,225.82823235588927,209.30288103480308,220.89249627624494,8.225058864882898,204.77138090107445,237.01361165141543
2024-02-28,239.89725813886204,238.81931339241802,209.5041074158724,229.40689298238416,14.08027334486108,201.80955722645643,257.0042287383119
2024-02-29,231.2378735044178,228.86285343598658,209.84182986194563,223.3141856007833,9.575609882985963,204.54599023013083,242.08238097143578
2024-03-01,236.5219420322756,236.79503349024964,210.32698830949917,227.88132127734147,12.41328855690575,203.5512757058062,252.21136684887674
2024-03-02,164.90345553281384,160.73879570686933,210.9648307976525,178.86902734577856,22.75875724905985,134.26186313762125,223.47619155393588
2024-03-03,155.90707550980608,151.49941216459894,211.75452130821654,173.05366966087385,27.42473108605189,119.30119673221215,226.80614258953557
2024-03-04,226.13330940639958,229.3411130034353,212.68892609542553,222.72111616842017,7.2136966586629505,208.5822707174408,236.85996161939954
2024-03-05,229.71170240252977,231.17565392594773,213.75458872516884,224.88064835121546,7.8899805921809305,209.41628639054085,240.34501031189006
2024-03-06,242.81992905827616,245.56301398701035,214.931898646198,234.43828056382816,13.838480898540352,207.31485800268908,261.56170312496727
2024-03-07,235.01738866900064,236.28586860425156,216.19545251317783,229.16623659547668,9.186337323030198,211.1610154423375,247.17145774861586
2024-03-08,241.2131011131661,245.1447505467311,217.51460183362272,234.62415116450663,12.20428819572792,210.7037463008799,258.54455602813334
2024-03-09,170.50823675382964,167.7600194903244,218.85417498093597,185.70747707502997,23.465092670900187,139.7158954400656,231.69905870999435
2024-03-10,162.3685863973556,158.59167578406326,220.1753563633465,180.3785395149218,28.18281080014904,125.14023034662969,235.61684868321393
2024-03-11,233.3323203783355,238.37024105349883,221.43670071788443,231.04642071657292,7.099539892237368,217.1313225277877,244.96151890535816
2024-03-12,237.4661952815337,240.0691943563193,222.5952562514082,233.37688196308704,7.697466716865785,218.28984719803012,248.46391672814397
2024-03-13,250.88799025639932,254.39326632515488,223.60776680387255,242.96300779514226,13.760832229002789,215.9917766262968,269.93423896398775
2024-03-14,243.1036543803402,244.26479912330828,224.43192047043323,237.2667913246939,9.087995622897026,219.45431990381573,255.0792627455721
2024-03-15,248.978823336474,252.48983410012482,225.02761027362072,242.16542257007322,12.202738951479862,218.2480542251727,266.08279091497377
2024-03-16,177.58488907656243,172.2134500688126,225.35817158569813,191.71883691035774,23.887468364579284,144.89939891578234,238.53827490493313
2024-03-17,168.3747725306647,161.563835626119,225.39156109714352,185.11005641797576,28.618722657178907,129.0173600099051,241.2027528260464
2024-03-18,237.89359221537407,241.73994876633702,225.10144321744278,234.91166139971799,7.112378892567793,220.9713987702851,248.85192402915087
2024-03-19,240.23723672506543,241.773073486254,224.46815185513466,235.49282068881803,7.820792406934501,220.1640675712264,250.82157380640965
2024-03-20,251.5764842580524,254.51074749884825,223.4794985067209,243.18891008787386,13.988046178744577,215.7723395775345,270.60548059821326
2024-03-21,241.4950293586963,242.02572226578025,222.13140141189882,235.2173843454585,9.25572330123252,217.07616667504277,253.35860201587423
2024-03-22,244.9609767900992,248.16607704620628,220.42831510494537,237.85178964708362,12.389545747748494,213.56827998149657,262.13529931267067
2024-03-23,171.17191558357308,163.67894002135574,218.3834448871257,184.4114334973515,24.215825942197487,136.94841465064445,231.87445234405857
2024-03-24,159.72868441181362,150.49509888476564,216.01873642221852,175.41417323959925,28.95816164583907,118.65617641375468,232.17217006544382
2024-03-25,227.3430169395247,230.49017425624697,213.36463666193842,223.73260928590335,7.442996351941177,209.14433643609865,238.32088213570805
2024-03-26,228.29210757022446,229.05153765005636,210.45962847530066,222.60109123186047,8.590906894821426,205.76291371801048,239.43926874571045
2024-03-27,238.9378105030593,241.57256455978296,207.3495475159784,229.2866408596069,15.549116384544329,198.81037274590003,259.7629089733138
2024-03-28,229.0589387930616,229.79621521292208,204.08669584322178,220.98061661640182,11.949597299984177,197.55940590843284,244.4018273243708
2024-03-29,233.81636471423718,239.25738097730118,200.72877244847908,224.60083938000582,17.02562478895074,191.23061479366237,257.9710639663493
2024-03-30,162.59120758648515,159.0782655139043,197.3376459734357,173.00237302460837,17.26729707900211,139.15847074976423,206.84627529945251
2024-03-31,155.15142067610424,155.89085096078722,193.9779993912706,168.34009034272069,18.131252476920704,132.80283548795612,203.87734519748525
2024-04-01,228.35218817667803,253.26204899001922,190.71588013466769,224.11003910045497,25.709955026658598,173.7185272482041,274.5015509527058
2024-04-02,236.58341049218777,274.0488883168952,187.61719198430424,232.7498302644624,35.389563299124504,163.38628619817837,302.1133743307464
2024-04-03,256.28223676918947,317.3779850863028,184.74616689968323,252.80212958505845,54.20260238759701,146.5650289053683,359.0392302647486
2024-04-04,257.259357865953,345.8904457404762,182.16385582302206,261.77121980981707,66.91719627096319,130.61351511872923,392.92892450090494
2024-04-05,274.65899989286197,408.0351059616959,179.92667728947006,287.5402610480093,93.56925768127876,104.14451599270296,470.93600610331566
2024-04-06,217.79312748415876,392.4866909762603,178.08506143462378,262.7882932983476,93.13230158404423,80.24898219362089,445.32760440307425
2024-04-07,226.30536757842864,471.6505822466287,176.68222473234206,291.54605818579984,128.95436858792092,38.795495753474825,544.2966206181248
2024-04-08,316.8702325134524,671.690953781262,175.75310758131522,388.1047646253432,208.63741394623756,-20.824566709282408,797.0340959599688
2024-04-09,343.64105026985845,813.6093951984926,175.32350277149024,444.19131607994706,270.1049019469946,-85.21429173616235,973.5969238960565
2024-04-10,382.76464637106443,1000.6428533156945,175.40939801075865,519.6056325658392,350.5202377093224,-167.4140333444326,1206.6252984761109
2024-04-11,403.7115274461309,1196.343422102501,176.01655020810395,592.0238332522454,437.31214996915196,-265.1079806872924,1449.1556471917831
2024-04-12,441.24149136687333,1451.6588129963166,177.1403032390513,690.0135358674138,549.2510085089841,-386.518440810195,1766.5455125450226
2024-04-13,404.24510401981826,1653.9150423601714,178.76565462434473,745.6419336681115,648.8093071181883,-526.0243082835375,2017.3081756197605
2024-04-14,431.9164303616666,1979.853384524616,180.86757010304748,864.21246166311,795.5071271969609,-694.9815076429333,2423.4064309691535
